recipe_id,recipe_name,recipe_img,prep_time,cook_time,total_time,servings,author_name,author_id,tags,recipe_url,description,instruction,note,created_at,updated_at,ingredient_count,unique_ingredients,complexity_score
1211,Sheet Pan Chicken with Rainbow Vegetables,https://www.wellplated.com/wp-content/uploads/2019/04/Sheet-Pan-Chicken-with-Vegetables.jpg,,,45,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/sheet-pan-chicken-rainbow-vegetables/,"Sheet Pan Chicken and Rainbow Veggies. Healthy one-pan meal with broccoli, sweet potatoes and zucchini, baked with lemon and Parmesan. Quick and delicious!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1212,Blackened Salmon,https://www.wellplated.com/wp-content/uploads/2020/06/How-to-Make-Blackened-Salmon-Fillets.jpg,,,20,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/blackened-salmon/,"How to cook the BEST Blackened Salmon - Fillets of salmon brushed with butter, rubbed with a bold spice blend, and pan-seared to perfection, this easy recipe is simple and impressive!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,11,11,0.43333333333333335
1213,Zucchini Stir Fry,https://www.wellplated.com/wp-content/uploads/2020/06/Zucchini-Chicken-Stir-Fry.jpg,,,25,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/zucchini-stir-fry/,"An easy, healthy Asian chicken and zucchini stir fry with onions in a quick teriyaki sauce. Fast and perfect for nutritious weeknight dinners.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1214,Roasted Eggplant with Crispy Chickpea Arugula Salad,https://www.wellplated.com/wp-content/uploads/2020/05/Roasted-Eggplant-with-Crispy-Chickpeas-8.jpg,,,30,1,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Side', 'Vegetarian']",https://www.wellplated.com/roasted-eggplant-chickpea-arugula/,A hearty vegetarian dish of roasted eggplant halves topped with a crispy chickpea arugula salad. A delicious and filling meatless main or elegant side!,,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,7,7,0.3666666666666667
1215,Mexican Quinoa,https://www.wellplated.com/wp-content/uploads/2020/05/Healthy-Mexican-Quinoa-Recipe.jpg,,,30,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Side', 'Vegan', 'Vegetarian']",https://www.wellplated.com/mexican-quinoa/,"This healthy Mexican Quinoa cooks in one skillet! With colorful veggies, black beans, and zesty spices, it's a flavorful, filling vegetarian dinner or side.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,14,14,0.48333333333333334
1216,Zucchini Fries,https://www.wellplated.com/wp-content/uploads/2020/06/Parmesan-Zucchini-Fries-with-Flour-and-Panko.jpg,,,40,6,Well Plated,2,"['Appetizer', 'Side', 'Vegetarian']",https://www.wellplated.com/zucchini-fries/,"These easy baked zucchini fries with Parmesan and Panko are just as crisp as fried fries for a fraction of the calories! A healthy, kid-friendly side dish or appetizer.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,11,11,0.43333333333333335
154,Cashew Chicken,https://www.recipetineats.com/wp-content/uploads/2015/10/Cashew-Chicken_6.jpg,,,21,4,RecipeTin Eats,1,"['main', 'chinese']",https://www.recipetineats.com/chinese-cashew-chicken/,The best Cashew Chicken you'll ever have! This saucy chicken stir fry with cashews truly tastes just like takeout - except it's less greasy. Quick and EASY!,,,2025-04-11 07:51:34.049,2025-04-11 07:51:34.049,12,12,0.45
1509,Healthy Potato Salad,https://www.wellplated.com/wp-content/uploads/2021/07/Best-Healthy-Potato-Salad-Recipe.jpg,,,40,6,Well Plated,2,"['Gluten Free', 'Side']",https://www.wellplated.com/healthy-potato-salad/,"This easy, healthy potato salad is a potluck winner! It's super creamy thanks to a simple olive oil and Greek yogurt dressing with no mayo.",,,2025-04-11 07:51:41.963,2025-04-11 07:51:41.963,11,11,0.43333333333333335
37,Bacon-Wrapped Pork Tenderloin,https://www.recipetineats.com/wp-content/uploads/2015/05/Bacon-wrapped-pork_71.jpg,,,35,4,RecipeTin Eats,1,"['pork', 'roasted', 'western']",https://www.recipetineats.com/bacon-wrapped-pork-tenderloin/,"This bacon wrapped pork tenderloin is an incredible way to prepare pork that happens to only require 4 ingredients: honey, bacon, pork and olive oil!",,,2025-04-11 07:51:33.005,2025-04-11 07:51:33.005,4,4,0.31666666666666665
489,Glazed Stovetop Carrots,https://www.recipetineats.com/wp-content/uploads/2015/05/Stovetop-Glazed-Carrots_2-SQ.jpg,,,20,4,RecipeTin Eats,1,"['side', 'western']",https://www.recipetineats.com/glazed-stovetop-carrots/,,,,2025-04-11 07:51:35.793,2025-04-11 07:51:35.793,4,4,0.31666666666666665
1217,Tuscan Chicken Mac and Cheese,https://www.wellplated.com/wp-content/uploads/2020/04/Easy-Tuscan-Chicken-Mac-and-Cheese.jpg,,,35,5,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/tuscan-chicken-mac-and-cheese/,This easy Tuscan Chicken Mac and Cheese is lightened up with everyday ingredients. Its rich Italian flavors are to-die-for! Stovetop method makes it quick.,,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1218,Broccoli Cauliflower Soup,https://www.wellplated.com/wp-content/uploads/2020/02/Healthy-Broccoli-Cauliflower-Soup.jpg,,,35,7,Well Plated,2,"['Dinner', 'Main', 'Vegetarian']",https://www.wellplated.com/broccoli-cauliflower-soup/,"This easy Broccoli Cauliflower Soup tastes rich and comforting, but is lightened up with healthy ingredients! Packed with veggies and yummy, cheesy flavor!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,14,14,0.48333333333333334
1219,Crock Pot Pepper Steak,https://www.wellplated.com/wp-content/uploads/2020/02/Magical-Slow-Cooker-Pepper-Steak.jpg,,,390,5,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/crock-pot-pepper-steak/,"Crock pot pepper steak is an easy homemade version of the classic Chinese American dish. Bell peppers and tender beef in a rich, thick sauce made with ginger, soy sauce and honey.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,14,14,0.48333333333333334
1220,Instant Pot Lentil Soup,https://www.wellplated.com/wp-content/uploads/2018/02/Instant-Pot-French-Lentil-Soup.jpg,,,50,8,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/instant-pot-lentil-soup/,"An easy, healthy recipe for French lentil soup made in the electric pressure cooker. Hearty and delicious! Gluten free, vegan, and freezer friendly.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,14,14,0.48333333333333334
1221,Crockpot Mexican Chicken,https://www.wellplated.com/wp-content/uploads/2020/02/Authentic-Mexican-Shredded-Chicken.jpg,,,270,11,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/crockpot-mexican-chicken/,"An easy, healthy recipe to make the best crockpot Mexican chicken, plus 10 ways to use it to make fast, wholesome meals any night of the week!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1222,Chicken Broccoli Ziti,https://www.wellplated.com/wp-content/uploads/2020/01/Creamy-Chicken-Broccoli-Ziti.jpg,,,30,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/chicken-broccoli-ziti/,This creamy Chicken Broccoli Ziti cooks in one pan for easy clean up. Ready in 30 minutes! This healthy pasta recipe is lighter but doesn't skimp on flavor.,,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,16,16,0.5166666666666667
1223,Instant Pot Chicken Enchiladas,https://www.wellplated.com/wp-content/uploads/2020/01/Instant-Pot-Creamy-Chicken-Enchiladas.jpg,,,60,12,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/instant-pot-chicken-enchiladas/,"Easy Instant Pot Chicken Enchiladas made with enchilada sauce, cheese, and Greek yogurt in place of sour cream. Creamy, flavorful, and a family favorite!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,12,12,0.45
1224,Crockpot Sweet and Sour Chicken,https://www.wellplated.com/wp-content/uploads/2019/12/Easy-Crockpot-Sweet-and-Sour-Chicken.jpg,,,320,5,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/crockpot-sweet-and-sour-chicken/,"This Crockpot Sweet and Sour Chicken is made with simple, healthy ingredients like juicy chicken, bell peppers, and pineapple. Quick, easy and so delicious!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,17,17,0.5333333333333333
1225,Slow Cooker Chicken Cacciatore,https://www.wellplated.com/wp-content/uploads/2018/05/Crock-Pot-Chicken-Cacciatore.jpg,,,330,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/slow-cooker-chicken-cacciatore/,Healthy Slow Cooker Chicken Cacciatore. Authentic Italian flavor made easy in the crock pot! Juicy chicken breasts or thighs simmered in rich tomato sauce. Serve with pasta or rice for a family favorite dinner!,,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,12,12,0.45
1226,Red Lentil Curry with Sweet Potatoes {Slow Cooker},https://www.wellplated.com/wp-content/uploads/2018/10/Crock-Pot-Red-Lentil-Curry-Vegan.jpg,,,380,6,Well Plated,2,"['Gluten Free', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/red-lentil-curry/,"Easy, healthy Slow Cooker Red Lentil Curry with Sweet Potatoes and coconut milk. Creamy, delicious vegan recipe with the perfect amount of Indian spice!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,15,15,0.5
1227,Pineapple Chicken,https://www.wellplated.com/wp-content/uploads/2018/08/Hawaiian-Pineapple-Chicken-Recipe.jpg,,,270,6,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/pineapple-chicken/,"Moist and juicy Pineapple Chicken, made in the crock pot! Easy, healthy, and packed with fresh veggies. This Hawaiian chicken will be a family favorite!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1228,Mexican Shrimp,https://www.wellplated.com/wp-content/uploads/2019/02/Mexican-Shrimp-600x765.jpg,,,60,4,Well Plated,2,"['Gluten Free', 'Main']",https://www.wellplated.com/mexican-shrimp/,"Healthy Mexican Shrimp and Rice. Easy recipe that's full of spicy Mexican flavor! Juicy shrimp, brown rice, veggies, and beans make it an all-in-one meal.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,18,18,0.5499999999999999
1229,Crock Pot Sausage and Peppers,https://www.wellplated.com/wp-content/uploads/2019/01/Crock-Pot-Sausage-and-Peppers.jpg,,,345,6,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/crock-pot-sausage-and-peppers/,"Easy crock pot sausage and peppers with onion in a hearty tomato sauce. Serve with pasta, over rice, or inside buns for sandwiches. Simple and delicious!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,12,12,0.45
1230,Tofu Tacos,https://www.wellplated.com/wp-content/uploads/2019/01/Baked-Tofu-Tacos.jpg,,,30,4,Well Plated,2,"['Dinner', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/tofu-tacos/,"Quick and easy Tofu Tacos with black beans. Crispy, lightly spicy, and delicious! A high protein vegetarian meal that's ready in less than 30 minutes.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,16,16,0.5166666666666667
1231,Instant Pot Lentil Curry,https://www.wellplated.com/wp-content/uploads/2017/10/Instant-Pot-Lentil-Curry-Coconut.jpg,,,45,3,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/instant-pot-lentil-curry/,"Easy Instant Pot Lentil Curry with Indian flavors, not too spicy, healthy and vegan! One pot recipe with brown lentils or green lentils.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1232,Instant Pot Chicken Mole,https://www.wellplated.com/wp-content/uploads/2018/05/Instant-Pot-Shredded-Chicken-Mole-Tacos.jpg,,,50,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/instant-pot-chicken-mole/,"Easy chicken mole from scratch! Quick Instant Pot recipe that tastes authentic. Use this delicious shredded chicken mole for tacos, enchiladas, and more!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,18,18,0.5499999999999999
1233,Broccoli Pizza Crust,https://www.wellplated.com/wp-content/uploads/2018/09/Healthy-Broccoli-Pizza-Crust.jpg,,,60,1,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegetarian']",https://www.wellplated.com/broccoli-pizza-crust/,"A delicious, low-carb recipe for Broccoli Pizza Crust. Add any of your favorite toppings! If you like cauliflower crust pizza, you'll love this version.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,8,8,0.3833333333333333
1234,Crock Pot Cashew Chicken,https://www.wellplated.com/wp-content/uploads/2018/07/Crock-Pot-Cashew-Chicken-recipe.jpg,,,180,6,Well Plated,2,['Main'],https://www.wellplated.com/crock-pot-cashew-chicken/,This easy and healthy Crock Pot Cashew Chicken offers the taste of the take out favorite with the ease of the slow cooker!,,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,15,15,0.5
1235,Vegan Enchiladas,https://www.wellplated.com/wp-content/uploads/2018/04/Vegan-Enchiladas.jpg,,,45,6,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/vegan-enchiladas/,"Easy Vegan Enchiladas with tofu, spinach, and black beans, topped with a rich and flavorful red enchilada sauce and avocado. Healthy, packed with protein, and gluten free. Simple, freezer-friendly, and absolutely delicious!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,13,13,0.4666666666666666
1236,Cuban Black Beans and Rice,https://www.wellplated.com/wp-content/uploads/2018/04/Cuban-Black-Beans-and-Rice-with-Baked-Platains-and-Red-Peppers.jpg,,,50,4,Well Plated,2,"['Gluten Free', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/cuban-black-beans-and-rice/,"A fresh twist on authentic Cuban Black Beans and Rice with baked plantains (tostones), roasted vegetables, and avocado. A healthy, filling, all-in-one recipe that’s vegan and gluten free!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,16,16,0.5166666666666667
1237,Easy Peanut Chicken with Veggies,https://www.wellplated.com/wp-content/uploads/2018/03/Peanut-Chicken.jpg,,,25,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/peanut-chicken-with-veggies/,"Easy Peanut Chicken Stir Fry with Veggies and Rice. A quick and healthy leftover shredded chicken or rotisserie chicken recipe that comes together in minutes. You can use any vegetables you have on hand, and the Thai peanut chicken sauce sauce is to die for!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,17,17,0.5333333333333333
1238,Instant Pot Cauliflower Mac and Cheese,https://www.wellplated.com/wp-content/uploads/2017/10/Instant-Pot-Low-Carb-Cauliflower-Mac-and-Cheese.jpg,,,25,8,Well Plated,2,"['Dinner', 'Main', 'Side', 'Vegetarian']",https://www.wellplated.com/instant-pot-cauliflower-mac-and-cheese/,"Low carb Instant Pot cauliflower mac and cheese. CREAMY, easy, and healthy, and you can’t taste the veggies! Great for easy, healthy dinners.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,8,8,0.3833333333333333
1239,Slow Cooker Taco Casserole,https://www.wellplated.com/wp-content/uploads/2017/08/Easy-Taco-Casserole.jpg,,,275,8,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/taco-casserole/,"Taco casserolemade in a slow cooker is an easy weeknight dinner. This is one of the best crock pot recipes for Taco Tuesdays, and it's a healthy recipe!",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.306,14,14,0.48333333333333334
1240,Crispy Asian Chicken Tenders,https://www.wellplated.com/wp-content/uploads/2017/06/Crispy-Asian-Chicken-Tenders.jpg,,,55,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/crispy-asian-chicken-tenders/,"Oven baked Crispy Asian Chicken Tenders. Juicy on the inside, crispy on the outside, with an addictive ginger, soy sauce, and garlic marinade.",,,2025-04-11 07:51:40.306,2025-04-11 07:51:40.307,12,12,0.45
1241,Mexican Pasta Salad,https://www.wellplated.com/wp-content/uploads/2017/05/Mexican-Pasta-Salad.jpg,,,30,8,Well Plated,2,"['Dinner', 'Main', 'Side', 'Vegetarian']",https://www.wellplated.com/mexican-pasta-salad/,"Creamy Mexican pasta salad with corn, black beans, avocado, and a southwestern yogurt dressing. Easy, healthy, and always a favorite!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,15,15,0.5
1242,Thai Cashew Chicken,https://www.wellplated.com/wp-content/uploads/2017/01/Thai-Cashew-Chicken.jpg,,,20,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/thai-cashew-chicken/,"Skinny Thai Cashew Chicken. Easy, healthy, and ready in 20 minutes! Juicy chicken, crisp veggies, and the best sweet and savory sauce.",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,15,15,0.5
1243,Quinoa Stuffed Butternut Squash,https://www.wellplated.com/wp-content/uploads/2016/10/Quinoa-Stuffed-Butternut-Squash-wellplated.com_.jpg,,,70,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Side', 'Vegan', 'Vegetarian']",https://www.wellplated.com/stuffed-butternut-squash/,"Delicious, healthy Quinoa Stuffed Butternut Squash with Cranberries and Kale. An easy, satisfying, vegetarian side dish recipe that’s perfect for fall!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,12,12,0.45
1244,Crispy Tofu,https://www.wellplated.com/wp-content/uploads/2016/08/Crispy-Tofu.jpg,,,22,1,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegan', 'Vegetarian']",https://www.wellplated.com/ultra-crispy-unfried-tofu/,"How to cook crispy tofu that comes out perfectly every time. EASY method that's perfect for any stir fry. No baking, pressing, or frying required!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,2,2,0.2833333333333333
1245,Chicken Feta Pasta,https://www.wellplated.com/wp-content/uploads/2016/08/Chicken-Feta-Pasta-recipe.jpg,,,35,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/chicken-feta-pasta/,"One pan Chicken Feta Pasta with only 5 ingredients! Everything cooks in one pan, including the pasta. EASY, delicious recipe and a crowd-pleaser!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,8,8,0.3833333333333333
1246,Italian Sausage Sun Dried Tomato Pasta,https://www.wellplated.com/wp-content/uploads/2016/06/Healthy-Sun-Dried-Tomato-Pasta-with-Sausage-Spinach-and-Parmesan.jpg,,,25,6,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/sun-dried-tomato-pasta-sausage-spinach/,"Healthy Sun Dried Tomato Pasta with Sausage and Spinach is an easy, filling, and flavorful pasta recipe that comes together in les than 30 minutes!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,11,11,0.43333333333333335
1247,Green Chile Grilled Chicken Burgers,https://www.wellplated.com/wp-content/uploads/2016/06/Green-Chile-Grilled-Chicken-Burgers-Healthy-Recipe.jpg,,,25,4,Well Plated,2,"['Gluten Free', 'Dinner', 'Main']",https://www.wellplated.com/green-chile-grilled-chicken-burgers/,"Moist and juicy green chile grilled chicken burgers, topped with avocado, salsa, and cheese! An easy, healthy recipe that everyone will love!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,11,11,0.43333333333333335
1248,Caribbean Chicken Salad with Mango Dressing,https://www.wellplated.com/wp-content/uploads/2016/04/Caribbean-Chicken-Salad-with-Mango-Dressing.jpg,,,50,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/caribbean-chicken-salad/,"A recipe for grilled Caribbean Chicken Salad packed with crisp veggies, black beans, juicy chicken, sweet oranges, and topped with a tangy mango dressing.",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,17,17,0.5333333333333333
1249,Healthy Egg Salad,https://www.wellplated.com/wp-content/uploads/2016/03/Healthy-Egg-Salad-recipe.jpg,,,15,3,Well Plated,2,"['Gluten Free', 'Dinner', 'Main', 'Vegetarian']",https://www.wellplated.com/healthy-egg-salad/,"A creamy and delicious healthy egg salad without mayo. With fresh dill, crunchy celery, and Greek yogurt, it's creamy, cool, and packed with flavor!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,8,8,0.3833333333333333
1250,Caprese Chicken Pasta,https://www.wellplated.com/wp-content/uploads/2015/07/Caprese-Chicken-Pasta.-An-easy-chicken-mozarella-pasta-with-tomatoes-and-basil-thats-ready-to-go-in-only-30-minutes.jpg,,,30,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/caprese-chicken-pasta/,"A chicken mozzarella pasta with tomatoes, basil, and balsamic. Creamy Caprese Chicken Pasta is a healthy family favorite and ready in less than 30 minutes!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,10,10,0.4166666666666667
1251,Honey Lime Tofu Stir Fry,https://www.wellplated.com/wp-content/uploads/2015/04/Honey-Lime-Ginger-Tofu-Stir-Fry.jpg,,,45,4,Well Plated,2,"['Dinner', 'Main', 'Vegetarian']",https://www.wellplated.com/honey-lime-tofu-stir-fry/,A fast and healthy tofu stir fry with a vibrant honey lime sauce that will have you craving more! Tips on how to cook tofu so it's crispy and delicious!,,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,14,14,0.48333333333333334
1252,Crockpot Chicken and Broccoli,https://www.wellplated.com/wp-content/uploads/2020/05/Easy-Crockpot-Ginger-Chicken-and-Broccoli.jpg,,,180,4,Well Plated,2,"['Dinner', 'Main']",https://www.wellplated.com/crockpot-chicken-and-broccoli/,"Healthy Crockpot Chicken and Broccoli features juicy chicken and broccoli cooked in a flavorful Asian ginger sauce. Serve with rice for easy, yummy dinners!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,12,12,0.45
1253,Nonna's Homemade Ravioli,https://www.wellplated.com/wp-content/uploads/2014/11/Finished-Product.jpg,,,60,400,Well Plated,2,['Main'],https://www.wellplated.com/ravioli-day-2014/,"A family tradition of homemade ravioli, plus Nonna's homemade Italian ravioli recipe that has been passed down through generations. Perfect for freezing!",,,2025-04-11 07:51:40.307,2025-04-11 07:51:40.307,15,15,0.5
